//Name,ID,DataType,Length,Unit,Remark,SystemID,BindObjType,BindObjTypeSeq,BindObjID
STS_OBJID105_UPPERARM,100252,ASCII,,,(E90-STS) [SUBSTLOC-105] Substrate Location ID (Identifier ID),909,SUBSTLOC,105,UPPERARM
STS_SUBSTID106_LOWERARM,100253,ASCII,,,(E90-STS) [SUBSTLOC-106] Substrate ID of the substrate at the substrate location,910,SUBSTLOC,106,LOWERARM
STS_SUBSTLOCSTATE106_LOWERARM,100254,UINT_1,,,(E90-STS) [SUBSTLOC-106] State of Substrate Location,911,SUBSTLOC,106,LOWERARM
STS_OBJID106_LOWERARM,100255,ASCII,,,(E90-STS) [SUBSTLOC-106] Substrate Location ID (Identifier ID),912,SUBSTLOC,106,LOWERARM
STS_SUBSTID107_ALIGNER,100256,ASCII,,,(E90-STS) [SUBSTLOC-107] Substrate ID of the substrate at the substrate location,913,SUBSTLOC,107,ALIGNER
STS_SUBSTLOCSTATE107_ALIGNER,100257,UINT_1,,,(E90-STS) [SUBSTLOC-107] State of Substrate Location,914,SUBSTLOC,107,ALIGNER
STS_OBJID107_ALIGNER,100258,ASCII,,,(E90-STS) [SUBSTLOC-107] Substrate Location ID (Identifier ID),915,SUBSTLOC,107,ALIGNER
STS_SUBSTID108_STAGE,100259,ASCII,,,(E90-STS) [SUBSTLOC-108] Substrate ID of the substrate at the substrate location,916,SUBSTLOC,108,STAGE
STS_SUBSTLOCSTATE108_STAGE,100260,UINT_1,,,(E90-STS) [SUBSTLOC-108] State of Substrate Location,917,SUBSTLOC,108,STAGE
STS_OBJID108_STAGE,100261,ASCII,,,(E90-STS) [SUBSTLOC-108] Substrate Location ID (Identifier ID),918,SUBSTLOC,108,STAGE
SYS_LICENSE_CODE,1,ASCII,,,License code(Formal; Evaluation; NoLicense),1,,0,
SYS_LICENSE_STATUS,2,UINT_1,,,License status(0:Unauthorized; 1:Authorized; 2:Evaluation; 3:Evaluation Expiring; 4:Trial; 5:Trial End),2,,0,
SYS_CLOCK,3,ASCII,,,System Clock,3,,0,
SYS_SECS_COMM_MODE,4,UINT_1,,,SECS Communication Mode(0:HSMS Mode; 1:SECSI Mode) (Set by AP),4,,0,
SYS_PREVIOUS_CONTROL_STATE,5,UINT_1,,,1:EquipmentOffLine; 2:AttemptOnLine; 3:HostOffLine; 4:OnlineLocal; 5:OnlineRemote,5,,0,
SYS_CONTROL_STATE,6,UINT_1,,,1:EquipmentOffLine; 2:AttemptOnLine; 3:HostOffLine; 4:OnlineLocal; 5:OnlineRemote,6,,0,
SYS_PREVIOUS_PROCESS_STATE,7,UINT_1,,,Previous process state(Set by AP),7,,0,
SYS_PROCESS_STATE,8,UINT_1,,,Process state(Set by AP),8,,0,
SYS_MDLN,9,ASCII,,,Equipment Model Type (Set by AP),9,,0,
SYS_SOFTREV,10,ASCII,,,Equipment Software Revision (Set by AP),10,,0,
SYS_ALARM_ENABLED,11,LIST,,,Current Enable Alarms,11,,0,
SYS_ALARM_SET,12,LIST,,,Current Set Alarms,12,,0,
SYS_EVENT_ENABLED,13,LIST,,,Current Enable Events,13,,0,
SYS_PP_EXEC_NAME,14,ASCII,,,Currently selected process program(Set by AP),14,,0,
SYS_PP_FORMAT,15,UINT_1,,,1:Unformatted process programs; 2:Formatted process programs; 3:Both unformatted and formatted process programs (Set by AP),15,,0,
SYS_SPOOL_STATE,16,UINT_1,,,1:Inactive; 2:Active,16,,0,
SYS_SPOOL_LOAD_SUBSTATE,17,UINT_1,,,0:Not Full; 1:Full,17,,0,
SYS_SPOOL_UNLOAD_SUBSTATE,18,UINT_1,,,0:No Spool Out; 1:transmit; 2:Purge,18,,0,
SYS_SPOOL_START_TIME,19,ASCII,16,,Spooling Start Time,19,,0,
SYS_SPOOL_FULL_TIME,20,ASCII,16,,Spooling Each Full Time,20,,0,
SYS_SPOOL_COUNT_ACTUAL,21,UINT_4,,,Spooling Current Actual Message Count,21,,0,
SYS_SPOOL_COUNT_TOTAL,22,UINT_4,,,Spooling accumulation message count. Spooling change Inactive set zero,22,,0,
SYS_MAX_SPOOL_SIZE,23,UINT_4,,,Spooling Max Message Count,23,,0,
SYS_SOFTWARE_REVISION,24,ASCII,,,DIAGEM Software Revision,24,,0,
PJ_PRJOBSPACE,101,UINT_2,,,(E40-PM) Used to indicate the number of jobs that can currently be created for the processing resource.,101,,0,
CJ_QUEUEDCJOBS,201,LIST,,,(E94-CJM) This is an ordered list of control jobs currently in the Queue. The first job in the list is the job at the head of the Queue.,201,,0,
CJ_QUEUEAVAILABLESPACE,202,UINT_2,,,(E94-CJM) Indicates number of jobs which the Queue can accept. This value cannot be negative. When it is zero it indicates that the queue is full,202,,0,
GEM_EQP_SERIAL_NUM,100092,ASCII,,,Text string describing the product serial number assigned by the manufacturer (Set by AP),25,,0,
GEM_E30_EQUIPMENT_SUPPLIER,100093,ASCII,,,Supplier identification (Set by AP),26,,0,
GEM_E30_SUPPORTED_PPOPTIONS,100094,LIST,,,Identify the process program management options supported by the equipment (Set by AP),27,,0,
CMS_CARRIERID1_QWE,100042,ASCII,,,(E87-CMS) [CARRIERLOC-1] Carrier ID of the Carrier at the Carrier location,312,CARRIERLOC,1,QWE
CMS_OBJID1_QWE,100043,ASCII,,,(E87-CMS) [CARRIERLOC-1] Carrier Location ID (Identifier ID),313,CARRIERLOC,1,QWE
CMS_CARRIERID2_QWET,100047,ASCII,,,(E87-CMS) [CARRIERLOC-2] Carrier ID of the Carrier at the Carrier location,317,CARRIERLOC,2,QWET
CMS_OBJID2_QWET,100048,ASCII,,,(E87-CMS) [CARRIERLOC-2] Carrier Location ID (Identifier ID),318,CARRIERLOC,2,QWET
EPT_PREVIOUSEPTSTATE1_QWEASD,100049,UINT_1,,,(E116-EPT) [EPTTRACKER-1] Previous EPT State,319,EPTTRACKER,1,QWEASD
EPT_EPTELEMENTTYPE1_QWEASD,100050,UINT_1,,,(E116-EPT) [EPTTRACKER-1] EPT Element Type,320,EPTTRACKER,1,QWEASD
EPT_TRANSITION1_QWEASD,100051,UINT_1,,,(E116-EPT) [EPTTRACKER-1] Transition,321,EPTTRACKER,1,QWEASD
EPT_EPTSTATE1_QWEASD,100052,UINT_1,,,(E116-EPT) [EPTTRACKER-1] EPT State,322,EPTTRACKER,1,QWEASD
EPT_TRANSITIONTIMESTAMP1_QWEASD,100053,ASCII,,,(E116-EPT) [EPTTRACKER-1] Transition Timestamp,323,EPTTRACKER,1,QWEASD
EPT_OBJID1_QWEASD,100054,ASCII,,,(E116-EPT) [EPTTRACKER-1] EPTTracker ID (Identifier ID),324,EPTTRACKER,1,QWEASD
EPT_DISABLEEVENTONTRANSITION1_QWEASD,100055,LIST,,,(E116-EPT) [EPTTRACKER-1] Disable Event On Transition,325,EPTTRACKER,1,QWEASD
EPT_EPTELEMENTNAME1_QWEASD,100056,ASCII,,,(E116-EPT) [EPTTRACKER-1] EPT Element Name,326,EPTTRACKER,1,QWEASD
EPT_TASKTYPE1_QWEASD,100057,UINT_1,,,(E116-EPT) [EPTTRACKER-1] Task Type,327,EPTTRACKER,1,QWEASD
EPT_EPTSTATETIME1_QWEASD,100058,UINT_4,,,(E116-EPT) [EPTTRACKER-1] EPT State Time,328,EPTTRACKER,1,QWEASD
EPT_PREVIOUSTASKNAME1_QWEASD,100059,ASCII,,,(E116-EPT) [EPTTRACKER-1] Previous Task Name,329,EPTTRACKER,1,QWEASD
EPT_BLOCKEDREASONTEXT1_QWEASD,100060,ASCII,,,(E116-EPT) [EPTTRACKER-1] Blocked Reason Text,330,EPTTRACKER,1,QWEASD
EPT_PREVIOUSTASKTYPE1_QWEASD,100061,UINT_1,,,(E116-EPT) [EPTTRACKER-1] Previous Task Type,331,EPTTRACKER,1,QWEASD
EPT_TRACKEREVENTID1_QWEASD,100062,UINT_4,,,(E116-EPT) [EPTTRACKER-1] Tracker Event ID,332,EPTTRACKER,1,QWEASD
EPT_BLOCKEDREASON1_QWEASD,100063,UINT_1,,,(E116-EPT) [EPTTRACKER-1] Blocked Reason,333,EPTTRACKER,1,QWEASD
EPT_TASKNAME1_QWEASD,100064,ASCII,,,(E116-EPT) [EPTTRACKER-1] Task Name,334,EPTTRACKER,1,QWEASD
CMS_ACCESSMODE1_1,2006,UINT_1,,,(E87-CMS) [LOADPORT-1] Access Mode,566,LOADPORT,1,1
CMS_PORTTRANSFERSTATE1_1,2008,UINT_1,,,(E87-CMS) [LOADPORT-1] Port Transfer State,567,LOADPORT,1,1
CMS_PORTSTATEINFO1_1,100082,LIST,,,(E87-CMS) [LOADPORT-1] Port State Info,568,LOADPORT,1,1
CMS_PORTASSOCIATIONSTATE1_1,2016,UINT_1,,,(E87-CMS) [LOADPORT-1] Port Association State,569,LOADPORT,1,1
CMS_PORTID1_1,2020,UINT_1,,,(E87-CMS) [LOADPORT-1] Port ID,570,LOADPORT,1,1
CMS_OBJID1_1,100085,UINT_1,,,(E87-CMS) [LOADPORT-1] Port ID (Identifier ID),571,LOADPORT,1,1
CMS_PORTSTATEINFO2_2,100088,LIST,,,(E87-CMS) [LOADPORT-2] Port State Info,591,LOADPORT,2,2
CMS_OBJID2_2,100091,UINT_1,,,(E87-CMS) [LOADPORT-2] Port ID (Identifier ID),594,LOADPORT,2,2
STS_SUBSTID55_LOADPORT1.01,100100,ASCII,,,(E90-STS) [SUBSTLOC-55] Substrate ID of the substrate at the substrate location,757,SUBSTLOC,55,LOADPORT1.01
STS_SUBSTLOCSTATE55_LOADPORT1.01,100101,UINT_1,,,(E90-STS) [SUBSTLOC-55] State of Substrate Location,758,SUBSTLOC,55,LOADPORT1.01
STS_OBJID55_LOADPORT1.01,100102,ASCII,,,(E90-STS) [SUBSTLOC-55] Substrate Location ID (Identifier ID),759,SUBSTLOC,55,LOADPORT1.01
STS_SUBSTID56_LOADPORT1.02,100103,ASCII,,,(E90-STS) [SUBSTLOC-56] Substrate ID of the substrate at the substrate location,760,SUBSTLOC,56,LOADPORT1.02
STS_SUBSTLOCSTATE56_LOADPORT1.02,100104,UINT_1,,,(E90-STS) [SUBSTLOC-56] State of Substrate Location,761,SUBSTLOC,56,LOADPORT1.02
STS_OBJID56_LOADPORT1.02,100105,ASCII,,,(E90-STS) [SUBSTLOC-56] Substrate Location ID (Identifier ID),762,SUBSTLOC,56,LOADPORT1.02
STS_SUBSTID57_LOADPORT1.03,100106,ASCII,,,(E90-STS) [SUBSTLOC-57] Substrate ID of the substrate at the substrate location,763,SUBSTLOC,57,LOADPORT1.03
STS_SUBSTLOCSTATE57_LOADPORT1.03,100107,UINT_1,,,(E90-STS) [SUBSTLOC-57] State of Substrate Location,764,SUBSTLOC,57,LOADPORT1.03
STS_OBJID57_LOADPORT1.03,100108,ASCII,,,(E90-STS) [SUBSTLOC-57] Substrate Location ID (Identifier ID),765,SUBSTLOC,57,LOADPORT1.03
STS_SUBSTID58_LOADPORT1.04,100109,ASCII,,,(E90-STS) [SUBSTLOC-58] Substrate ID of the substrate at the substrate location,766,SUBSTLOC,58,LOADPORT1.04
STS_SUBSTLOCSTATE58_LOADPORT1.04,100110,UINT_1,,,(E90-STS) [SUBSTLOC-58] State of Substrate Location,767,SUBSTLOC,58,LOADPORT1.04
STS_OBJID58_LOADPORT1.04,100111,ASCII,,,(E90-STS) [SUBSTLOC-58] Substrate Location ID (Identifier ID),768,SUBSTLOC,58,LOADPORT1.04
STS_SUBSTID59_LOADPORT1.05,100112,ASCII,,,(E90-STS) [SUBSTLOC-59] Substrate ID of the substrate at the substrate location,769,SUBSTLOC,59,LOADPORT1.05
STS_SUBSTLOCSTATE59_LOADPORT1.05,100113,UINT_1,,,(E90-STS) [SUBSTLOC-59] State of Substrate Location,770,SUBSTLOC,59,LOADPORT1.05
STS_OBJID59_LOADPORT1.05,100114,ASCII,,,(E90-STS) [SUBSTLOC-59] Substrate Location ID (Identifier ID),771,SUBSTLOC,59,LOADPORT1.05
STS_SUBSTID60_LOADPORT1.06,100115,ASCII,,,(E90-STS) [SUBSTLOC-60] Substrate ID of the substrate at the substrate location,772,SUBSTLOC,60,LOADPORT1.06
STS_SUBSTLOCSTATE60_LOADPORT1.06,100116,UINT_1,,,(E90-STS) [SUBSTLOC-60] State of Substrate Location,773,SUBSTLOC,60,LOADPORT1.06
STS_OBJID60_LOADPORT1.06,100117,ASCII,,,(E90-STS) [SUBSTLOC-60] Substrate Location ID (Identifier ID),774,SUBSTLOC,60,LOADPORT1.06
STS_SUBSTID61_LOADPORT1.07,100118,ASCII,,,(E90-STS) [SUBSTLOC-61] Substrate ID of the substrate at the substrate location,775,SUBSTLOC,61,LOADPORT1.07
